rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0212	723.0	982.0	979.0	870.0	616.0	2152.0	990.0	993.0	314.0	195.0	1567.0	973.0	227.0	659.0	3375.0	5024.0	355.0	521.0	1769.0	1160.0	1201.0	1961.0	1014.0	2124.0	2361.0	1453.0	1545.0	1314.0	2230.0	1504.0	654.0	466.0	290.0	1423.0	534.0	561.0	2088.0	2089.0	287.0	223.0	984.0	2829.0	1160.0	1646.0	2252.0	896.0	394.0	881.0	935.0	743.0	293.0	1590.0	1925.0	2006.0	135.0	1934.0	695.0	1060.0	548.0	945.0	1380.0	439.0	590.0	1129.0	1534.0	738.0	1364.0	1734.0	1155.0	320.0	890.0	1067.0	4497.0	255.0	90710.9	1272058.0	1690078.280264
sub-0213	895.0	1200.0	1054.0	1408.0	1227.0	3096.0	1245.0	1364.0	460.0	289.0	2068.0	1044.0	304.0	477.0	3855.0	5871.0	466.0	481.0	1742.0	1417.0	1622.0	2208.0	910.0	2427.0	2215.0	2356.0	2232.0	1316.0	2043.0	1933.0	685.0	511.0	321.0	1388.0	594.0	787.0	2014.0	2071.0	275.0	116.0	1056.0	3032.0	1349.0	2187.0	2133.0	989.0	565.0	915.0	955.0	744.0	408.0	1738.0	2226.0	2766.0	299.0	2836.0	722.0	1185.0	690.0	823.0	1888.0	378.0	628.0	1281.0	1974.0	939.0	1902.0	1369.0	1505.0	334.0	1011.0	956.0	3853.0	249.0	103869.0	1374934.0	1803991.743275
sub-0214	926.0	983.0	1118.0	1351.0	1022.0	2420.0	1121.0	1096.0	356.0	237.0	1647.0	913.0	407.0	643.0	3622.0	5397.0	439.0	469.0	1876.0	1143.0	1726.0	2361.0	1041.0	2266.0	2696.0	1779.0	2164.0	1604.0	2103.0	2097.0	583.0	132.0	257.0	1482.0	742.0	601.0	1736.0	2520.0	283.0	204.0	981.0	2548.0	1193.0	1681.0	2460.0	1158.0	416.0	949.0	1152.0	799.0	254.0	2242.0	1999.0	2003.0	384.0	3389.0	667.0	1082.0	644.0	862.0	1643.0	460.0	457.0	1249.0	1641.0	885.0	2004.0	1452.0	993.0	168.0	1317.0	1246.0	5306.0	185.0	101428.0	1318561.0	1509055.969452
sub-0215	753.0	977.0	913.0	1016.0	1027.0	2357.0	1247.0	992.0	485.0	208.0	1746.0	923.0	256.0	645.0	3771.0	5196.0	697.0	404.0	2301.0	1393.0	1562.0	2058.0	795.0	2188.0	2033.0	2063.0	1677.0	1499.0	1752.0	1637.0	676.0	122.0	227.0	1120.0	634.0	551.0	1773.0	2427.0	282.0	193.0	900.0	2921.0	1066.0	1746.0	1732.0	831.0	383.0	604.0	921.0	572.0	431.0	1643.0	1802.0	2154.0	408.0	2350.0	885.0	1491.0	934.0	786.0	1622.0	318.0	582.0	1083.0	1783.0	1060.0	1969.0	1233.0	1111.0	299.0	1138.0	1020.0	4623.0	196.0	95169.2	1269350.0	1209103.356156
sub-0216	557.0	1093.0	1073.0	1105.0	862.0	2274.0	928.0	1136.0	479.0	258.0	1639.0	876.0	277.0	914.0	2857.0	5187.0	569.0	394.0	1735.0	944.0	1254.0	2142.0	853.0	2004.0	2046.0	1758.0	1770.0	1155.0	1502.0	2011.0	600.0	338.0	226.0	1278.0	675.0	700.0	1854.0	2030.0	331.0	251.0	1032.0	2692.0	1316.0	2080.0	1836.0	963.0	393.0	732.0	1003.0	899.0	440.0	1580.0	1914.0	2221.0	630.0	2770.0	690.0	650.0	475.0	633.0	1229.0	438.0	504.0	1059.0	1546.0	1258.0	1806.0	1182.0	674.0	140.0	948.0	1034.0	4007.0	196.0	90904.6	1125366.0	1541804.522307
sub-0217	757.0	1078.0	1042.0	1004.0	867.0	2368.0	868.0	1045.0	452.0	214.0	1502.0	1037.0	316.0	679.0	2639.0	5224.0	488.0	489.0	1797.0	1126.0	1276.0	1780.0	963.0	2084.0	1732.0	2004.0	1530.0	1390.0	1779.0	2203.0	548.0	456.0	301.0	1208.0	554.0	722.0	2006.0	2195.0	367.0	172.0	1080.0	2449.0	1308.0	1528.0	2114.0	781.0	485.0	893.0	999.0	996.0	331.0	1501.0	2006.0	1938.0	409.0	2578.0	751.0	1024.0	616.0	972.0	1441.0	375.0	570.0	1181.0	1959.0	853.0	1826.0	1074.0	1245.0	247.0	1010.0	998.0	3556.0	271.0	91625.2	1227799.0	1606021.742306
sub-0218	626.0	640.0	1114.0	937.0	741.0	2146.0	1053.0	1121.0	377.0	189.0	1419.0	916.0	321.0	854.0	2807.0	4459.0	425.0	324.0	1253.0	1144.0	1238.0	1668.0	778.0	1972.0	1819.0	1898.0	1544.0	1256.0	1726.0	1758.0	571.0	348.0	235.0	1351.0	413.0	610.0	1582.0	1886.0	202.0	229.0	922.0	1950.0	1149.0	1314.0	1764.0	827.0	398.0	787.0	981.0	742.0	311.0	1420.0	1543.0	1874.0	198.0	2281.0	362.0	922.0	423.0	746.0	1340.0	352.0	530.0	1022.0	1803.0	810.0	1611.0	1367.0	1297.0	269.0	771.0	820.0	4127.0	226.0	83205.5	1104093.0	1196955.80607
sub-0219	649.0	746.0	874.0	1109.0	777.0	1977.0	964.0	1057.0	359.0	199.0	1516.0	942.0	178.0	515.0	2648.0	4609.0	492.0	454.0	1157.0	1036.0	1260.0	1894.0	852.0	1700.0	1951.0	1897.0	1547.0	1469.0	1708.0	1431.0	644.0	168.0	266.0	1306.0	586.0	581.0	1748.0	2019.0	325.0	200.0	1076.0	2101.0	1151.0	1819.0	2036.0	772.0	444.0	812.0	931.0	619.0	375.0	1318.0	1413.0	2075.0	470.0	2222.0	516.0	731.0	447.0	746.0	1448.0	272.0	536.0	684.0	1677.0	1042.0	1900.0	1229.0	855.0	308.0	684.0	907.0	4111.0	230.0	83766.9	1141454.0	1215124.082662
sub-0220	578.0	767.0	875.0	957.0	815.0	2348.0	1016.0	1061.0	364.0	229.0	1537.0	948.0	229.0	737.0	2559.0	4056.0	323.0	335.0	1488.0	1060.0	1309.0	1564.0	677.0	1901.0	1992.0	1411.0	1891.0	1587.0	1530.0	1868.0	579.0	139.0	219.0	1058.0	769.0	479.0	1655.0	1771.0	325.0	313.0	843.0	2332.0	1253.0	1442.0	2113.0	681.0	428.0	772.0	902.0	535.0	274.0	1217.0	1475.0	1664.0	136.0	2535.0	667.0	1124.0	355.0	925.0	1360.0	321.0	652.0	969.0	1477.0	904.0	1925.0	1111.0	946.0	226.0	980.0	901.0	4189.0	158.0	83110.1	1136076.0	1496029.90032
sub-0221	640.0	871.0	1075.0	871.0	773.0	2021.0	763.0	950.0	409.0	237.0	1453.0	849.0	254.0	607.0	2771.0	4322.0	429.0	422.0	1610.0	1088.0	1538.0	2109.0	1246.0	1843.0	2070.0	1599.0	1674.0	1405.0	1830.0	1935.0	558.0	121.0	227.0	1129.0	553.0	503.0	1657.0	2181.0	292.0	142.0	754.0	2368.0	1147.0	1658.0	2229.0	913.0	447.0	763.0	979.0	935.0	236.0	1307.0	1836.0	1606.0	290.0	2403.0	704.0	1062.0	611.0	648.0	1566.0	359.0	455.0	968.0	1284.0	697.0	1673.0	971.0	865.0	156.0	1052.0	980.0	4571.0	144.0	85665.2	1205752.0	1309253.785275
sub-0222	551.0	908.0	976.0	802.0	886.0	1977.0	854.0	1019.0	432.0	164.0	1517.0	852.0	161.0	611.0	2189.0	4191.0	388.0	347.0	1246.0	971.0	1367.0	2232.0	905.0	1660.0	1639.0	1454.0	1323.0	1257.0	1444.0	1620.0	498.0	76.0	282.0	1182.0	465.0	490.0	1373.0	2062.0	184.0	178.0	844.0	1963.0	1212.0	1540.0	2036.0	913.0	368.0	745.0	797.0	663.0	428.0	1286.0	1502.0	1663.0	204.0	1724.0	367.0	868.0	439.0	666.0	1481.0	290.0	386.0	793.0	1788.0	843.0	1537.0	1045.0	910.0	236.0	536.0	935.0	3901.0	208.0	77850.8	1024683.0	1187630.051026
sub-0223	701.0	853.0	977.0	1157.0	1019.0	1828.0	771.0	967.0	391.0	183.0	1487.0	1175.0	277.0	555.0	3275.0	4568.0	376.0	394.0	1325.0	1126.0	1283.0	1907.0	714.0	1899.0	1784.0	1970.0	1384.0	1358.0	1718.0	1825.0	559.0	319.0	258.0	1370.0	512.0	686.0	1714.0	2003.0	320.0	99.0	985.0	1924.0	1236.0	1208.0	1862.0	752.0	342.0	734.0	1013.0	665.0	289.0	1647.0	1634.0	1874.0	337.0	1866.0	690.0	738.0	445.0	746.0	1258.0	407.0	600.0	970.0	1982.0	793.0	1957.0	1166.0	868.0	281.0	783.0	752.0	4054.0	165.0	84108.5	1080928.0	1210313.695283
sub-0224	692.0	817.0	937.0	1050.0	771.0	2163.0	1036.0	1121.0	293.0	205.0	1431.0	933.0	243.0	607.0	3453.0	4800.0	417.0	395.0	1753.0	1094.0	959.0	2005.0	929.0	1686.0	2267.0	1622.0	1790.0	1245.0	1807.0	1976.0	611.0	472.0	229.0	1106.0	505.0	612.0	2122.0	2070.0	277.0	172.0	916.0	2055.0	1265.0	1766.0	2018.0	914.0	348.0	681.0	911.0	991.0	316.0	1223.0	2064.0	2369.0	128.0	2431.0	712.0	1081.0	544.0	798.0	1275.0	303.0	464.0	926.0	1558.0	861.0	1528.0	1226.0	1223.0	142.0	952.0	1172.0	4194.0	187.0	88213.2	1140289.0	1302062.100708
sub-0225	613.0	941.0	844.0	1020.0	796.0	1768.0	873.0	877.0	314.0	168.0	1425.0	1149.0	181.0	596.0	2937.0	4402.0	533.0	302.0	1619.0	1065.0	1727.0	1694.0	836.0	1738.0	2257.0	1711.0	2001.0	1185.0	1570.0	1837.0	551.0	336.0	334.0	1378.0	505.0	663.0	1620.0	1906.0	307.0	182.0	1018.0	2287.0	1052.0	1383.0	1804.0	831.0	424.0	785.0	825.0	580.0	420.0	1385.0	1437.0	1780.0	434.0	2848.0	787.0	1024.0	434.0	796.0	1579.0	286.0	526.0	823.0	1292.0	906.0	1743.0	1014.0	1101.0	167.0	965.0	997.0	4150.0	275.0	84919.7	1080245.0	1395821.901545
sub-0226	543.0	939.0	968.0	997.0	609.0	2327.0	911.0	1047.0	413.0	149.0	1261.0	769.0	296.0	507.0	2826.0	4116.0	369.0	395.0	1571.0	978.0	1369.0	1648.0	1018.0	1655.0	2011.0	1629.0	1600.0	1381.0	1720.0	1929.0	532.0	377.0	260.0	1307.0	567.0	426.0	1592.0	2250.0	196.0	129.0	941.0	1809.0	1192.0	1324.0	1876.0	1004.0	339.0	735.0	994.0	490.0	200.0	1048.0	1627.0	1707.0	194.0	2237.0	448.0	987.0	664.0	701.0	1362.0	297.0	420.0	753.0	1562.0	763.0	1517.0	1131.0	899.0	106.0	792.0	959.0	5265.0	223.0	82148.9	1257771.0	1583713.483139
