lh.aparc.a2009s.volume	lh_G&S_frontomargin_volume	lh_G&S_occipital_inf_volume	lh_G&S_paracentral_volume	lh_G&S_subcentral_volume	lh_G&S_transv_frontopol_volume	lh_G&S_cingul-Ant_volume	lh_G&S_cingul-Mid-Ant_volume	lh_G&S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg&S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet&P_trans_volume	lh_S_oc_middle&Lunatus_volume	lh_S_oc_sup&transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med&Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-0130	1990.0	3224.0	3080.0	2780.0	1570.0	4042.0	2118.0	2173.0	1389.0	643.0	2367.0	2709.0	1105.0	1759.0	8557.0	14832.0	1414.0	2229.0	3834.0	2087.0	4026.0	4659.0	3942.0	5957.0	4627.0	5852.0	5759.0	3977.0	5518.0	5451.0	1921.0	1337.0	920.0	4282.0	1551.0	1268.0	6410.0	6388.0	334.0	393.0	1404.0	2141.0	5392.0	2116.0	3707.0	1653.0	888.0	1892.0	2099.0	1574.0	643.0	2145.0	1898.0	4789.0	159.0	3540.0	953.0	1548.0	810.0	1173.0	3180.0	293.0	991.0	2386.0	2197.0	1293.0	3511.0	2595.0	1601.0	1692.0	1210.0	2213.0	6934.0	570.0	995249.0	1140354.943908
sub-0131	2287.0	3572.0	3993.0	3426.0	1804.0	4610.0	2164.0	2910.0	1786.0	607.0	3334.0	2955.0	1287.0	3119.0	11400.0	20979.0	2301.0	2717.0	5417.0	2732.0	4218.0	5915.0	4713.0	6756.0	5537.0	6232.0	5766.0	4470.0	7300.0	6463.0	2811.0	1498.0	948.0	7859.0	2604.0	3308.0	7677.0	7037.0	413.0	493.0	1791.0	3573.0	6151.0	3319.0	4835.0	1814.0	1033.0	2691.0	2601.0	1881.0	734.0	2986.0	2102.0	6257.0	129.0	4080.0	1776.0	1981.0	766.0	1667.0	2746.0	564.0	1090.0	2370.0	2661.0	1376.0	5009.0	2807.0	1989.0	1181.0	1503.0	2559.0	8544.0	571.0	1261640.0	1549175.205159
sub-0132	1966.0	2985.0	3028.0	2435.0	1265.0	4353.0	1724.0	2385.0	1540.0	477.0	2083.0	3913.0	1089.0	2603.0	10877.0	15708.0	1408.0	2239.0	4621.0	2253.0	4036.0	4300.0	3585.0	5541.0	6361.0	5390.0	7462.0	3427.0	5654.0	6408.0	2134.0	475.0	852.0	4215.0	1655.0	978.0	7431.0	6996.0	309.0	335.0	1030.0	2091.0	5355.0	2122.0	3349.0	1455.0	657.0	2124.0	1812.0	1587.0	443.0	2813.0	1867.0	4551.0	354.0	5111.0	771.0	1755.0	1075.0	1588.0	3328.0	509.0	948.0	2446.0	2485.0	1075.0	3820.0	2211.0	1838.0	1528.0	1753.0	2221.0	8369.0	469.0	999574.0	1050497.245751
sub-0133	2526.0	3718.0	2848.0	3492.0	1780.0	5139.0	2400.0	2415.0	1570.0	762.0	2866.0	3345.0	1076.0	2571.0	10455.0	18909.0	1539.0	2537.0	5403.0	2243.0	4917.0	5057.0	2757.0	6339.0	5928.0	6422.0	6245.0	4127.0	6169.0	6177.0	2785.0	571.0	1025.0	5516.0	2282.0	1876.0	8696.0	8174.0	292.0	383.0	1352.0	3275.0	5681.0	2505.0	3524.0	1404.0	1060.0	1940.0	2315.0	1920.0	617.0	3088.0	2155.0	4180.0	509.0	3925.0	1569.0	1560.0	1225.0	1476.0	3080.0	420.0	924.0	2860.0	3079.0	1550.0	3803.0	2709.0	1978.0	745.0	1456.0	3011.0	10337.0	482.0	1155186.0	1386889.12052
sub-0134	2288.0	3294.0	3674.0	2730.0	2018.0	5576.0	2603.0	2461.0	1522.0	957.0	3177.0	3572.0	1163.0	2416.0	10417.0	17939.0	1513.0	2464.0	4710.0	2562.0	5284.0	5689.0	4766.0	7508.0	6135.0	6223.0	5943.0	3839.0	5986.0	7460.0	2947.0	1611.0	1129.0	6152.0	2276.0	1994.0	6398.0	6996.0	358.0	407.0	1509.0	3251.0	6052.0	3120.0	3885.0	1852.0	914.0	2276.0	2524.0	1585.0	733.0	2866.0	1872.0	4960.0	933.0	3929.0	1102.0	1213.0	1092.0	1211.0	3659.0	607.0	1142.0	2816.0	4402.0	1835.0	3170.0	2397.0	1759.0	1154.0	1615.0	2653.0	9893.0	581.0	1114821.0	1128558.055114
sub-0135	2190.0	3092.0	2987.0	3007.0	1639.0	4891.0	2555.0	2521.0	1896.0	832.0	2525.0	3754.0	1369.0	3593.0	10016.0	19216.0	1695.0	2406.0	4654.0	2298.0	4953.0	5183.0	3325.0	6878.0	6385.0	6661.0	4683.0	4203.0	6112.0	5659.0	2893.0	1235.0	766.0	5610.0	2382.0	2503.0	6697.0	7938.0	492.0	371.0	1630.0	2434.0	5615.0	2134.0	3810.0	1362.0	914.0	2123.0	2362.0	1576.0	772.0	3957.0	2709.0	5317.0	654.0	3505.0	1062.0	1913.0	1337.0	1905.0	3079.0	631.0	1027.0	2636.0	2443.0	1444.0	4007.0	2070.0	1721.0	1397.0	1762.0	2862.0	10658.0	469.0	1173922.0	1560089.559788
sub-0136	1995.0	2765.0	2284.0	3407.0	1568.0	4168.0	2544.0	2398.0	1826.0	598.0	2678.0	3425.0	1404.0	2334.0	10149.0	16851.0	1497.0	2274.0	5486.0	2469.0	4078.0	5033.0	3402.0	5709.0	5414.0	6099.0	4671.0	4118.0	5791.0	5060.0	2502.0	934.0	894.0	5460.0	1961.0	2299.0	7058.0	7402.0	416.0	370.0	1474.0	2801.0	5469.0	2818.0	3562.0	1260.0	892.0	2012.0	2569.0	1921.0	732.0	3214.0	1889.0	4329.0	212.0	3457.0	1090.0	1710.0	869.0	1572.0	3432.0	561.0	923.0	2589.0	3168.0	1407.0	3329.0	2296.0	1710.0	778.0	1529.0	2750.0	9673.0	624.0	1150253.0	1416240.167867
sub-0137	2709.0	3246.0	3354.0	3170.0	1960.0	5737.0	2804.0	3057.0	1753.0	719.0	2969.0	4025.0	1103.0	3164.0	11591.0	18542.0	2028.0	2724.0	4954.0	2011.0	4769.0	5347.0	3266.0	6883.0	5601.0	8307.0	5532.0	4255.0	6211.0	6218.0	2850.0	648.0	1024.0	6287.0	1795.0	2236.0	6050.0	8642.0	396.0	483.0	1654.0	2523.0	5867.0	3035.0	4030.0	1770.0	995.0	2112.0	2669.0	1429.0	688.0	3165.0	2661.0	6524.0	645.0	4043.0	994.0	1845.0	1115.0	1210.0	3141.0	614.0	1001.0	2250.0	3268.0	1570.0	3897.0	2377.0	2210.0	1251.0	1412.0	2184.0	9676.0	590.0	1157269.0	1311678.877331
sub-0138	2390.0	3075.0	3012.0	2816.0	2246.0	5140.0	2494.0	2759.0	1587.0	557.0	2932.0	3437.0	1515.0	2723.0	11003.0	18258.0	1610.0	2377.0	4202.0	2488.0	5173.0	4951.0	4017.0	6661.0	5949.0	8143.0	7577.0	3628.0	5024.0	6543.0	2515.0	1293.0	1020.0	5491.0	1508.0	3230.0	5475.0	7563.0	469.0	535.0	1721.0	3182.0	4928.0	2920.0	2939.0	2034.0	812.0	2298.0	2651.0	1792.0	699.0	3312.0	1882.0	4478.0	331.0	4073.0	1175.0	1691.0	694.0	1344.0	3084.0	527.0	979.0	2530.0	2988.0	1504.0	3921.0	2344.0	1961.0	1119.0	1387.0	1912.0	9821.0	654.0	1113304.0	1262080.962009
sub-0139	2492.0	3598.0	2327.0	3055.0	2000.0	3982.0	2019.0	1987.0	1309.0	641.0	2504.0	3459.0	1177.0	2444.0	8810.0	14256.0	1700.0	2221.0	4805.0	1749.0	4064.0	5212.0	4051.0	6094.0	6082.0	4879.0	4384.0	3834.0	5926.0	5385.0	2696.0	903.0	639.0	4437.0	1735.0	1432.0	6385.0	7440.0	358.0	308.0	1464.0	2184.0	5205.0	2970.0	3788.0	1151.0	863.0	2047.0	2498.0	1539.0	557.0	3137.0	1596.0	4016.0	278.0	3725.0	1243.0	1644.0	1354.0	1559.0	2752.0	402.0	914.0	2519.0	2873.0	1000.0	3154.0	3212.0	1815.0	1655.0	1334.0	2252.0	8759.0	715.0	1034354.0	1196970.534904
sub-0140	2326.0	2559.0	2680.0	3457.0	1334.0	4605.0	1876.0	2351.0	1762.0	543.0	2360.0	2697.0	1066.0	2145.0	10093.0	15673.0	1695.0	2306.0	4823.0	2671.0	4167.0	4373.0	3455.0	5764.0	8061.0	7012.0	6634.0	4416.0	6340.0	6842.0	2286.0	647.0	772.0	5701.0	1784.0	2937.0	6894.0	7132.0	416.0	389.0	2012.0	2609.0	5618.0	2033.0	4161.0	1423.0	737.0	2145.0	2234.0	1585.0	639.0	2331.0	1940.0	5725.0	613.0	4921.0	1239.0	1843.0	615.0	1463.0	2978.0	574.0	950.0	2847.0	2390.0	1387.0	4709.0	2249.0	2094.0	866.0	1986.0	2290.0	9245.0	973.0	1153558.0	1380956.920453
sub-0141	3491.0	3429.0	3079.0	4026.0	2095.0	5099.0	2320.0	2844.0	2100.0	640.0	2558.0	4294.0	1320.0	3123.0	13472.0	20690.0	2053.0	2763.0	4806.0	2759.0	4361.0	4190.0	3945.0	6561.0	5303.0	7972.0	7525.0	4183.0	5940.0	6531.0	2668.0	685.0	874.0	5803.0	1902.0	2554.0	7292.0	8006.0	350.0	760.0	1663.0	2767.0	5668.0	2097.0	3202.0	1974.0	788.0	2359.0	2774.0	1658.0	883.0	3930.0	3213.0	5339.0	946.0	4734.0	1294.0	1879.0	855.0	1495.0	3976.0	461.0	1018.0	2152.0	3556.0	1339.0	5573.0	2723.0	2078.0	941.0	2131.0	2316.0	10021.0	414.0	1169125.0	1500243.929005
sub-0142	2119.0	3025.0	3302.0	3624.0	1916.0	4835.0	2541.0	2770.0	1947.0	579.0	2353.0	4574.0	997.0	3765.0	11981.0	20119.0	1968.0	2856.0	5696.0	1799.0	5005.0	5057.0	4077.0	6751.0	7523.0	7751.0	7621.0	3927.0	5911.0	6495.0	2962.0	1220.0	1523.0	6362.0	2287.0	1944.0	6877.0	8677.0	415.0	666.0	1387.0	2697.0	4679.0	2648.0	3623.0	1732.0	783.0	2321.0	2940.0	1546.0	646.0	4212.0	2040.0	4473.0	248.0	5470.0	1132.0	1638.0	1571.0	1817.0	3804.0	709.0	1023.0	2116.0	2873.0	1430.0	4153.0	2735.0	2057.0	1033.0	2303.0	2453.0	11063.0	650.0	1155332.0	1172995.662964
sub-0143	2454.0	3616.0	3010.0	3053.0	1977.0	5306.0	2072.0	2594.0	1582.0	630.0	3201.0	4010.0	1322.0	2927.0	11097.0	17993.0	1781.0	2551.0	5575.0	2759.0	4390.0	5245.0	4128.0	6419.0	5781.0	6727.0	5971.0	3866.0	5543.0	6393.0	2873.0	464.0	1525.0	6573.0	2172.0	1856.0	9516.0	8214.0	471.0	480.0	1431.0	2893.0	6137.0	2587.0	3538.0	1563.0	907.0	2611.0	2842.0	1565.0	763.0	3407.0	1955.0	4589.0	592.0	3944.0	881.0	2139.0	1198.0	1673.0	3324.0	421.0	976.0	2749.0	3335.0	1413.0	3655.0	2625.0	1508.0	903.0	1719.0	2451.0	9522.0	872.0	1099919.0	1400353.421911
sub-0144	2680.0	2990.0	2943.0	4465.0	1911.0	5020.0	2760.0	3362.0	1985.0	648.0	3203.0	4495.0	1279.0	2621.0	10964.0	20605.0	2053.0	3112.0	5443.0	2018.0	5082.0	4880.0	4863.0	6519.0	7362.0	7137.0	7036.0	4245.0	6382.0	6484.0	2275.0	1258.0	939.0	5655.0	2419.0	1968.0	8290.0	7952.0	461.0	416.0	1515.0	3152.0	5528.0	2848.0	3277.0	2452.0	1041.0	2407.0	2978.0	2066.0	422.0	3882.0	2041.0	5024.0	751.0	4078.0	1660.0	1271.0	1548.0	1518.0	2779.0	695.0	1065.0	2135.0	3427.0	1442.0	5483.0	2762.0	2190.0	1608.0	1666.0	2549.0	11171.0	527.0	1226259.0	1681085.659417
sub-0145	2197.0	2709.0	2425.0	3445.0	2070.0	4528.0	2331.0	2207.0	1558.0	687.0	3127.0	2643.0	1126.0	2001.0	9867.0	17457.0	1790.0	2227.0	5987.0	2513.0	4075.0	5481.0	4430.0	6040.0	6324.0	5742.0	5432.0	4663.0	5659.0	6478.0	2895.0	741.0	1036.0	5747.0	2159.0	1383.0	8438.0	7045.0	292.0	318.0	1324.0	2350.0	5559.0	3137.0	3496.0	1330.0	916.0	1934.0	2307.0	1966.0	663.0	2946.0	2476.0	4422.0	410.0	3370.0	1280.0	2080.0	1082.0	1515.0	3090.0	624.0	1079.0	2813.0	2838.0	1200.0	3843.0	2806.0	1919.0	1348.0	1555.0	2865.0	9953.0	585.0	1071579.0	1299827.985789
sub-0146	2420.0	3057.0	2744.0	2389.0	2039.0	3480.0	2187.0	1922.0	1395.0	639.0	3478.0	3040.0	1111.0	2304.0	9340.0	15233.0	1802.0	2316.0	4820.0	2716.0	4336.0	4984.0	3166.0	6537.0	5120.0	6905.0	4797.0	3082.0	5360.0	5850.0	2155.0	971.0	1100.0	5579.0	1479.0	1829.0	6539.0	7180.0	602.0	509.0	1583.0	2768.0	4585.0	2870.0	3158.0	1339.0	858.0	2151.0	2424.0	1176.0	636.0	2681.0	2129.0	4553.0	122.0	3262.0	1121.0	1916.0	1081.0	999.0	3273.0	463.0	897.0	2636.0	3356.0	923.0	3154.0	2024.0	1837.0	1395.0	1539.0	2563.0	8485.0	549.0	1058927.0	1294601.842197
sub-0147	2380.0	2991.0	3544.0	3770.0	2401.0	4161.0	2866.0	2561.0	1737.0	538.0	2508.0	3397.0	1790.0	2103.0	10871.0	17195.0	1975.0	2744.0	4879.0	2440.0	4322.0	4146.0	4208.0	6099.0	7686.0	7258.0	6416.0	3997.0	6321.0	6225.0	2777.0	1082.0	1339.0	5067.0	1306.0	2375.0	7593.0	8515.0	477.0	282.0	1718.0	2808.0	5514.0	2531.0	4041.0	1877.0	1109.0	2649.0	2707.0	1908.0	636.0	2674.0	1846.0	4484.0	784.0	4330.0	1518.0	1742.0	1054.0	1194.0	2494.0	647.0	1095.0	2593.0	3502.0	2254.0	4047.0	2422.0	2085.0	1608.0	1702.0	2857.0	10937.0	522.0	1136736.0	1241067.766693
sub-0148	1845.0	3435.0	2592.0	3223.0	1908.0	4366.0	1645.0	2567.0	1615.0	512.0	2411.0	3455.0	1289.0	2294.0	9969.0	17940.0	1920.0	2255.0	3993.0	2147.0	4723.0	3844.0	3262.0	6373.0	5920.0	7005.0	4730.0	3303.0	7253.0	6138.0	2404.0	1509.0	915.0	4974.0	1787.0	1935.0	6146.0	6984.0	449.0	205.0	1559.0	2665.0	4396.0	2430.0	3319.0	1400.0	838.0	2289.0	2834.0	1093.0	586.0	2520.0	1936.0	4098.0	587.0	4018.0	1525.0	1870.0	1150.0	1300.0	2856.0	367.0	902.0	2233.0	2237.0	1160.0	3972.0	3134.0	2043.0	1119.0	1723.0	2250.0	7951.0	804.0	1099889.0	1371161.493702
sub-0149	1881.0	3380.0	3000.0	2830.0	1619.0	4378.0	2395.0	2396.0	1320.0	800.0	2945.0	2961.0	1023.0	2679.0	9747.0	16812.0	1382.0	2244.0	4021.0	2410.0	4278.0	4397.0	3706.0	6135.0	5315.0	6026.0	5920.0	3894.0	5516.0	5910.0	2427.0	1300.0	857.0	4498.0	1561.0	1317.0	5488.0	5672.0	416.0	538.0	1244.0	2888.0	5214.0	2309.0	3750.0	1583.0	855.0	1894.0	2497.0	1857.0	556.0	2496.0	1936.0	4887.0	242.0	3662.0	1242.0	1791.0	926.0	1258.0	3100.0	496.0	908.0	2360.0	2924.0	1339.0	3616.0	2033.0	1567.0	761.0	1530.0	2090.0	7853.0	656.0	1083413.0	1075534.959018
sub-0150	1983.0	3005.0	2642.0	2709.0	1575.0	3936.0	2412.0	1998.0	1279.0	469.0	2773.0	2824.0	891.0	2067.0	8425.0	15095.0	1561.0	2006.0	4509.0	2512.0	4409.0	4213.0	3035.0	5307.0	6008.0	4965.0	5626.0	3832.0	4936.0	5301.0	2187.0	1304.0	607.0	5210.0	1791.0	1450.0	5709.0	5732.0	300.0	322.0	1271.0	3112.0	5104.0	2317.0	3130.0	1360.0	590.0	1536.0	1834.0	1209.0	839.0	2710.0	1964.0	4359.0	339.0	3725.0	1379.0	1854.0	792.0	1283.0	3099.0	416.0	794.0	1897.0	2075.0	1136.0	2958.0	1979.0	2001.0	774.0	1404.0	1988.0	7638.0	453.0	979744.0	1171160.88029
sub-0151	2101.0	3784.0	3182.0	2960.0	1565.0	4377.0	2367.0	2927.0	1957.0	626.0	2822.0	3107.0	1364.0	2651.0	10344.0	16790.0	1517.0	2971.0	5001.0	2284.0	5455.0	3990.0	3514.0	6513.0	6623.0	5975.0	5763.0	3157.0	6569.0	5821.0	3096.0	1136.0	1084.0	5932.0	2364.0	1770.0	5990.0	7684.0	471.0	478.0	1411.0	2729.0	5520.0	2758.0	3457.0	1686.0	1043.0	2234.0	2393.0	1244.0	830.0	2781.0	1495.0	4049.0	506.0	3762.0	1388.0	1608.0	728.0	1469.0	3894.0	387.0	1093.0	2126.0	2992.0	1054.0	3627.0	2002.0	2322.0	1557.0	1448.0	2623.0	10565.0	596.0	1097082.0	1509962.151515
sub-0152	1786.0	2252.0	2802.0	2972.0	1894.0	4044.0	1711.0	2097.0	1365.0	683.0	2808.0	2319.0	1229.0	2202.0	8563.0	15566.0	1122.0	2001.0	3792.0	2275.0	3300.0	4999.0	3445.0	4868.0	4945.0	4382.0	5540.0	3680.0	5657.0	6003.0	2203.0	1556.0	769.0	4382.0	1638.0	1094.0	6357.0	7017.0	312.0	237.0	1204.0	2182.0	4167.0	2289.0	3573.0	1368.0	989.0	1857.0	1872.0	1077.0	535.0	2300.0	1952.0	4036.0	259.0	3624.0	922.0	1821.0	798.0	1073.0	3079.0	433.0	805.0	1921.0	2781.0	1040.0	3090.0	2148.0	1708.0	1110.0	1308.0	2770.0	7309.0	439.0	963268.0	999643.89995
sub-0153	2086.0	3213.0	2682.0	3317.0	1610.0	4639.0	2190.0	2801.0	2131.0	627.0	2753.0	3133.0	1340.0	2557.0	11268.0	18547.0	1965.0	2441.0	3782.0	1893.0	4223.0	4207.0	3988.0	6362.0	6199.0	7266.0	5737.0	3626.0	5877.0	5924.0	2709.0	1170.0	799.0	5908.0	1647.0	2170.0	7559.0	7674.0	246.0	417.0	1690.0	3303.0	5216.0	2566.0	3301.0	1833.0	918.0	2430.0	2600.0	1581.0	742.0	2499.0	1824.0	4506.0	446.0	4294.0	1723.0	1613.0	1637.0	1550.0	3032.0	752.0	1076.0	2279.0	2901.0	1216.0	3940.0	2847.0	1821.0	1334.0	1817.0	2735.0	10290.0	607.0	1174849.0	1431686.192644
sub-0154	2257.0	2953.0	2655.0	2710.0	1782.0	4349.0	1987.0	1824.0	1109.0	472.0	3081.0	2969.0	1214.0	3244.0	9085.0	15044.0	1426.0	2209.0	4903.0	2682.0	4166.0	4188.0	3936.0	5512.0	5583.0	5876.0	6414.0	3399.0	5399.0	5220.0	2679.0	749.0	941.0	5690.0	1818.0	1629.0	6742.0	6483.0	323.0	345.0	1267.0	2513.0	4680.0	2620.0	3320.0	1192.0	920.0	1879.0	2030.0	2021.0	614.0	2496.0	1980.0	3669.0	352.0	3933.0	1457.0	1830.0	1260.0	1714.0	2936.0	471.0	936.0	2322.0	3135.0	829.0	3335.0	2374.0	1954.0	958.0	1235.0	2491.0	8544.0	508.0	1124285.0	1408099.524744
sub-0155	2379.0	3529.0	2972.0	3613.0	2044.0	3852.0	2147.0	2613.0	2240.0	928.0	3688.0	3844.0	1494.0	3634.0	10870.0	21302.0	2082.0	2667.0	6076.0	2350.0	4205.0	6570.0	3646.0	6903.0	7909.0	8106.0	6103.0	5001.0	6986.0	6710.0	2360.0	1873.0	1106.0	5759.0	2274.0	1892.0	7917.0	8692.0	606.0	610.0	2128.0	3021.0	5517.0	3857.0	4469.0	1469.0	992.0	2220.0	3162.0	1912.0	694.0	4505.0	2166.0	4849.0	694.0	4549.0	1784.0	1577.0	1136.0	1698.0	3268.0	551.0	1022.0	3075.0	3150.0	1600.0	4202.0	2647.0	2242.0	1164.0	2463.0	2850.0	12845.0	409.0	1296459.0	1725216.128586
sub-0156	2570.0	2813.0	2851.0	3476.0	1576.0	4169.0	2087.0	2460.0	1753.0	875.0	3110.0	4205.0	874.0	3037.0	10115.0	19890.0	1991.0	2446.0	4834.0	1856.0	3885.0	6275.0	4409.0	6059.0	6044.0	7721.0	5052.0	3578.0	5657.0	6572.0	2192.0	1279.0	996.0	4883.0	2002.0	1653.0	6477.0	7379.0	599.0	610.0	1911.0	2573.0	5825.0	3896.0	3288.0	1480.0	898.0	2240.0	2682.0	1434.0	909.0	3903.0	2048.0	4303.0	522.0	4305.0	1198.0	1914.0	1224.0	1133.0	2725.0	552.0	985.0	2463.0	3127.0	1478.0	3989.0	2624.0	2158.0	735.0	1952.0	1964.0	9224.0	429.0	1132616.0	1523832.725016
sub-0157	1808.0	3336.0	2948.0	3806.0	2165.0	4936.0	2970.0	3038.0	1722.0	818.0	4110.0	4594.0	1167.0	2264.0	11001.0	19679.0	1795.0	2425.0	6440.0	3293.0	5554.0	5399.0	3775.0	6953.0	6821.0	6952.0	5609.0	4458.0	6328.0	6427.0	2241.0	993.0	1283.0	6478.0	2149.0	2230.0	7706.0	7237.0	430.0	360.0	2174.0	2895.0	5319.0	3765.0	3714.0	1874.0	836.0	2495.0	2712.0	2031.0	618.0	2725.0	2020.0	6688.0	664.0	4303.0	1035.0	2913.0	1115.0	1592.0	3933.0	492.0	965.0	2332.0	3923.0	1737.0	4550.0	2915.0	2021.0	599.0	1684.0	2361.0	10885.0	668.0	1196794.0	1246740.565978
sub-0158	2809.0	3156.0	3294.0	3246.0	1806.0	3788.0	2445.0	2873.0	1612.0	699.0	2284.0	3610.0	1508.0	2815.0	10372.0	19574.0	1771.0	2436.0	4723.0	2170.0	4564.0	4588.0	5388.0	6386.0	6342.0	7710.0	6019.0	3714.0	5935.0	5891.0	2150.0	954.0	1477.0	6542.0	1766.0	2635.0	4814.0	8684.0	325.0	451.0	1755.0	2978.0	5474.0	2411.0	3905.0	1383.0	945.0	2788.0	2646.0	1573.0	633.0	3918.0	2298.0	4702.0	668.0	4392.0	1052.0	2078.0	1084.0	1395.0	3098.0	615.0	1082.0	2754.0	2559.0	1333.0	3959.0	2753.0	1958.0	838.0	1449.0	2152.0	10567.0	756.0	1140746.0	1506750.044298
sub-0159	2169.0	3918.0	3245.0	4000.0	2209.0	5782.0	3466.0	3094.0	2175.0	617.0	3885.0	3757.0	1126.0	3677.0	12212.0	20501.0	2425.0	2937.0	6497.0	3020.0	5941.0	3916.0	3926.0	6997.0	8852.0	8993.0	8309.0	4165.0	6926.0	7512.0	2979.0	1057.0	1274.0	6531.0	2925.0	2538.0	9333.0	10155.0	593.0	591.0	1864.0	4228.0	6588.0	2093.0	3892.0	1958.0	889.0	2597.0	3031.0	1805.0	722.0	3664.0	1708.0	5349.0	839.0	5841.0	1735.0	2299.0	1449.0	1685.0	4111.0	695.0	1104.0	2970.0	4021.0	1567.0	3728.0	3693.0	2175.0	1034.0	2525.0	3297.0	12548.0	668.0	1329475.0	1869415.720584
sub-0160	2427.0	3729.0	2990.0	3220.0	2136.0	5299.0	3179.0	3024.0	1659.0	706.0	2552.0	3807.0	1229.0	3120.0	10069.0	20715.0	1964.0	2873.0	6000.0	2139.0	4723.0	3175.0	3676.0	6692.0	6975.0	5628.0	5916.0	3366.0	7919.0	5927.0	3008.0	424.0	1513.0	7465.0	3303.0	2487.0	8587.0	7919.0	425.0	652.0	1611.0	3057.0	5769.0	1966.0	4113.0	1580.0	717.0	3032.0	2559.0	1984.0	998.0	3279.0	4018.0	6508.0	1010.0	3739.0	1637.0	1578.0	1481.0	1833.0	3411.0	708.0	1112.0	2233.0	2249.0	1630.0	3763.0	2757.0	2535.0	1322.0	1483.0	2794.0	12299.0	662.0	1241604.0	1676307.142224
sub-0161	2832.0	4285.0	3848.0	4012.0	1948.0	4698.0	2455.0	2687.0	2192.0	1021.0	4560.0	4071.0	1381.0	2902.0	12541.0	20483.0	2053.0	2895.0	5833.0	2235.0	4465.0	6359.0	6003.0	7489.0	5560.0	7504.0	4751.0	4001.0	7113.0	6234.0	2754.0	889.0	1476.0	5156.0	2640.0	2427.0	8539.0	7450.0	432.0	376.0	1955.0	3873.0	5683.0	4043.0	4392.0	1580.0	968.0	2233.0	2648.0	2089.0	795.0	3900.0	2406.0	4419.0	359.0	3505.0	2182.0	1497.0	885.0	1374.0	3449.0	567.0	921.0	2855.0	3737.0	1688.0	3670.0	2727.0	1819.0	981.0	1795.0	2388.0	9357.0	689.0	1247134.0	1602061.22089
sub-0162	2240.0	2768.0	2732.0	3251.0	2228.0	5467.0	2910.0	2306.0	2240.0	674.0	3377.0	3634.0	1327.0	3468.0	10196.0	19981.0	1848.0	2919.0	5171.0	2993.0	4096.0	3999.0	4492.0	7013.0	7374.0	8086.0	5641.0	4319.0	5801.0	5102.0	3551.0	1269.0	1486.0	7070.0	2538.0	2591.0	5933.0	7792.0	606.0	649.0	2043.0	3125.0	5209.0	3088.0	3798.0	1663.0	1105.0	2616.0	2898.0	1813.0	577.0	4087.0	2293.0	5394.0	1095.0	3768.0	1545.0	1853.0	1012.0	1364.0	3262.0	709.0	1173.0	2609.0	2616.0	1695.0	4498.0	2724.0	1956.0	1066.0	1399.0	2781.0	10127.0	864.0	1191848.0	1344554.555009
