rh.aparc.volume	rh_bankssts_volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_frontalpole_volume	rh_temporalpole_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-0070	2620.0	1950.0	6868.0	3594.0	2487.0	10718.0	17720.0	10942.0	3187.0	14786.0	9415.0	8932.0	6906.0	14473.0	2335.0	3977.0	4823.0	3154.0	4791.0	3078.0	10485.0	3410.0	13312.0	11416.0	1937.0	16401.0	23264.0	14927.0	13140.0	13087.0	1712.0	2449.0	1028.0	7554.0	1254884.0	1515870.740779
sub-0071	2411.0	1652.0	4050.0	2744.0	1400.0	7405.0	12548.0	7832.0	2194.0	10166.0	6279.0	5908.0	4889.0	10861.0	1678.0	3281.0	3651.0	1944.0	3482.0	1863.0	8154.0	2297.0	10448.0	9463.0	1425.0	10492.0	16611.0	10277.0	10726.0	8216.0	832.0	1973.0	1072.0	6211.0	995751.0	996939.894887
sub-0072	2195.0	1392.0	5739.0	3401.0	2413.0	8536.0	13868.0	9076.0	2078.0	12560.0	7886.0	6499.0	5803.0	11577.0	1854.0	4016.0	3788.0	2457.0	4825.0	2022.0	8922.0	2869.0	12265.0	8682.0	1613.0	13690.0	21174.0	10751.0	11318.0	9604.0	1048.0	2244.0	938.0	6740.0	1064176.0	1209159.270659
sub-0073	2077.0	1548.0	4489.0	3012.0	1613.0	10258.0	15137.0	9391.0	2873.0	10257.0	7663.0	5125.0	6025.0	10398.0	1786.0	3514.0	4049.0	2992.0	4451.0	2110.0	9339.0	3060.0	11173.0	9484.0	2002.0	13207.0	20425.0	12036.0	11025.0	8436.0	1179.0	1773.0	1034.0	7553.0	1066774.0	1181125.577119
sub-0074	2764.0	2000.0	8900.0	4647.0	2813.0	10880.0	18724.0	10759.0	3088.0	14774.0	10512.0	9360.0	6581.0	13746.0	2479.0	5203.0	5082.0	3009.0	5687.0	3077.0	10882.0	3320.0	16252.0	12658.0	2863.0	18853.0	33383.0	16036.0	14111.0	13537.0	969.0	2793.0	1530.0	8261.0	1419259.0	1927938.576503
sub-0075	1913.0	1863.0	5438.0	3439.0	2123.0	8671.0	17015.0	10019.0	2822.0	10252.0	8171.0	7110.0	6351.0	11753.0	1957.0	4557.0	4321.0	2762.0	5697.0	2007.0	8817.0	3001.0	14158.0	10575.0	1723.0	18349.0	23258.0	14789.0	11921.0	9708.0	1107.0	2167.0	1036.0	7269.0	1114210.0	1218916.034824
sub-0076	1996.0	2186.0	5101.0	3036.0	2487.0	7579.0	14338.0	9854.0	2137.0	10350.0	6905.0	5846.0	6150.0	11325.0	1771.0	3428.0	3818.0	2045.0	3868.0	1954.0	8529.0	3092.0	10724.0	10112.0	2147.0	12840.0	18460.0	12433.0	10182.0	9718.0	1076.0	1851.0	773.0	6268.0	1002432.0	1163608.460349
sub-0077	1954.0	2561.0	5034.0	3161.0	2810.0	6369.0	11516.0	8351.0	2395.0	9255.0	7197.0	6716.0	5690.0	9900.0	1960.0	3964.0	4249.0	3207.0	3211.0	1735.0	8343.0	3931.0	13190.0	8645.0	1951.0	12734.0	21337.0	10827.0	11053.0	10460.0	1398.0	2797.0	1034.0	7281.0	936290.0	1043849.929213
sub-0078	2155.0	1763.0	5769.0	3995.0	2548.0	10464.0	15210.0	12064.0	2844.0	15289.0	7880.0	8738.0	6096.0	12772.0	2116.0	4563.0	4268.0	3191.0	4229.0	2385.0	10476.0	3257.0	13619.0	13697.0	2466.0	20824.0	25523.0	14874.0	13477.0	13004.0	1191.0	2303.0	978.0	8771.0	1280371.0	1371254.112672
sub-0079	2418.0	3032.0	7888.0	3529.0	2189.0	10194.0	17334.0	11017.0	2161.0	11803.0	8174.0	7131.0	7436.0	11529.0	2112.0	3810.0	3756.0	3587.0	4166.0	2246.0	9061.0	4235.0	15207.0	9319.0	2145.0	17382.0	24418.0	12545.0	13348.0	11086.0	1461.0	2623.0	1037.0	9364.0	1172908.0	1637643.055556
sub-0080	1896.0	1569.0	4980.0	3614.0	2138.0	8999.0	12059.0	10372.0	3306.0	13233.0	7501.0	9304.0	5726.0	10830.0	2317.0	3348.0	4166.0	2662.0	4629.0	2999.0	8105.0	3290.0	11645.0	10965.0	1811.0	12996.0	21039.0	12283.0	11534.0	8327.0	1137.0	2279.0	1055.0	7404.0	1069233.0	1021638.247173
sub-0081	2085.0	2854.0	7810.0	3364.0	2228.0	9420.0	17899.0	11675.0	2619.0	13681.0	9168.0	5446.0	7018.0	11085.0	1656.0	4401.0	4039.0	2886.0	3877.0	1748.0	10533.0	4989.0	15379.0	10952.0	3039.0	18434.0	25681.0	13665.0	11270.0	9453.0	1615.0	2145.0	935.0	6969.0	1291807.0	1710182.396507
sub-0082	1966.0	2643.0	4139.0	3020.0	2181.0	8812.0	13236.0	8148.0	2213.0	11753.0	7311.0	7303.0	5624.0	10090.0	1468.0	3626.0	3064.0	2402.0	3962.0	1926.0	9646.0	3364.0	16053.0	9605.0	2332.0	14612.0	22536.0	11224.0	11123.0	8630.0	979.0	2292.0	934.0	6523.0	1106903.0	1148265.338819
sub-0083	2159.0	2627.0	4842.0	4034.0	2323.0	8912.0	13249.0	8811.0	2843.0	12355.0	8725.0	7596.0	6704.0	10312.0	1999.0	4211.0	4540.0	3252.0	4288.0	2608.0	7387.0	3922.0	12830.0	11496.0	2770.0	19388.0	22504.0	14628.0	10448.0	9863.0	1274.0	2274.0	1027.0	8132.0	1140331.0	1661525.000806
sub-0084	2167.0	2362.0	5817.0	3178.0	2264.0	9023.0	14509.0	9898.0	2477.0	10331.0	7992.0	6624.0	5973.0	10248.0	1847.0	4602.0	4220.0	2882.0	4311.0	2468.0	7310.0	3222.0	14192.0	9757.0	2353.0	14399.0	23456.0	12783.0	10965.0	8289.0	708.0	2111.0	912.0	6367.0	1093990.0	1164053.056737
sub-0085	1828.0	1764.0	6075.0	3728.0	2014.0	8432.0	16220.0	8190.0	2341.0	15454.0	6436.0	7709.0	5017.0	8944.0	2047.0	3316.0	4079.0	2709.0	3995.0	2149.0	7789.0	2949.0	11404.0	9828.0	2387.0	12787.0	19256.0	12217.0	9614.0	8629.0	1521.0	2398.0	838.0	6778.0	985381.0	1083882.108839
sub-0086	2450.0	2153.0	9477.0	3906.0	2240.0	12027.0	18905.0	11894.0	3185.0	15818.0	10419.0	10531.0	7837.0	14629.0	2103.0	4064.0	5151.0	3799.0	5413.0	2491.0	9938.0	4460.0	15625.0	13270.0	3114.0	24410.0	32465.0	16950.0	13934.0	12872.0	1496.0	2632.0	1147.0	9486.0	1427692.0	1704665.753909
sub-0087	2014.0	1821.0	6247.0	3384.0	1984.0	8740.0	15411.0	9853.0	2679.0	10461.0	7926.0	7052.0	6291.0	10618.0	1977.0	4243.0	3049.0	3232.0	3988.0	1934.0	8445.0	3923.0	13369.0	10384.0	2036.0	17010.0	26067.0	12199.0	11709.0	9887.0	1372.0	2466.0	1135.0	9001.0	1138450.0	1481056.243554
sub-0088	1785.0	2804.0	6513.0	3747.0	1964.0	7897.0	11994.0	8486.0	2587.0	12777.0	7061.0	8211.0	5624.0	11426.0	1966.0	3842.0	3807.0	2868.0	4028.0	2137.0	9080.0	4026.0	13085.0	9848.0	2114.0	15471.0	20264.0	12980.0	10605.0	10819.0	975.0	2457.0	1019.0	7472.0	1127888.0	1625399.111629
sub-0089	2432.0	2405.0	6132.0	3674.0	2092.0	7885.0	15006.0	9230.0	2319.0	11724.0	7953.0	8482.0	5549.0	12251.0	2437.0	3896.0	4819.0	2598.0	5434.0	2247.0	7294.0	3887.0	12181.0	9590.0	2960.0	15525.0	21870.0	12732.0	11861.0	10197.0	1347.0	2387.0	1036.0	6681.0	1117611.0	1172460.842737
sub-0090	2154.0	1741.0	5321.0	3289.0	2865.0	9560.0	12588.0	10242.0	2237.0	11803.0	7223.0	5353.0	6008.0	10325.0	2168.0	4364.0	3681.0	2562.0	4178.0	2057.0	9289.0	3526.0	13014.0	10479.0	2008.0	17466.0	22952.0	11983.0	11536.0	10562.0	1272.0	2175.0	1195.0	7220.0	1069848.0	1417359.174652
sub-0091	2227.0	1869.0	4033.0	3452.0	1723.0	7884.0	13219.0	7848.0	2135.0	11588.0	6899.0	6380.0	5570.0	11074.0	1728.0	3690.0	2952.0	2577.0	3583.0	1968.0	6441.0	3378.0	10779.0	8482.0	1906.0	13420.0	18640.0	11730.0	10730.0	8085.0	1135.0	2359.0	969.0	6426.0	1023227.0	1187784.738248
sub-0092	1953.0	2081.0	6384.0	3273.0	2086.0	8025.0	11519.0	6950.0	2561.0	11970.0	7429.0	7516.0	5701.0	11173.0	1866.0	3950.0	3279.0	2049.0	3765.0	2744.0	7243.0	3376.0	13637.0	9460.0	1765.0	13623.0	22779.0	9967.0	9942.0	10662.0	1411.0	2589.0	1006.0	6848.0	1049850.0	1067975.377756
sub-0093	2565.0	2181.0	5785.0	2820.0	2513.0	9518.0	15039.0	10360.0	3352.0	13368.0	8661.0	7598.0	7083.0	13034.0	2900.0	3549.0	4584.0	3636.0	5209.0	1926.0	8635.0	3860.0	13794.0	11507.0	2718.0	18123.0	25167.0	13174.0	12615.0	11478.0	1223.0	2834.0	1453.0	8328.0	1289088.0	1474786.699803
sub-0094	1649.0	1775.0	5558.0	2713.0	1569.0	5848.0	12646.0	6045.0	2122.0	9400.0	6955.0	6205.0	5177.0	8794.0	1686.0	3833.0	3455.0	2205.0	3168.0	1855.0	6858.0	2951.0	11660.0	8503.0	1901.0	12151.0	18474.0	11503.0	8234.0	7676.0	926.0	2056.0	739.0	6212.0	907740.0	936210.537003
sub-0095	2122.0	2780.0	6295.0	2969.0	1668.0	9282.0	14275.0	9406.0	2558.0	10572.0	7751.0	6701.0	6405.0	10912.0	1727.0	4017.0	4362.0	3283.0	4753.0	1898.0	8611.0	3353.0	14055.0	8704.0	2575.0	17285.0	23205.0	13215.0	11616.0	11787.0	1402.0	2151.0	1069.0	7180.0	1124391.0	1346371.926449
sub-0096	2576.0	1652.0	5942.0	4230.0	2346.0	9406.0	15191.0	10011.0	2764.0	13253.0	7622.0	6698.0	7246.0	12984.0	2293.0	5034.0	4053.0	3027.0	3686.0	2198.0	9703.0	3432.0	14426.0	11372.0	1873.0	17783.0	24110.0	15514.0	12966.0	11381.0	1093.0	2252.0	1023.0	7510.0	1222803.0	1317955.655575
sub-0097	1997.0	1631.0	4689.0	3029.0	2054.0	7808.0	12858.0	8626.0	2534.0	11337.0	6118.0	6082.0	5022.0	8971.0	1876.0	3687.0	3394.0	2937.0	3911.0	1812.0	6648.0	2868.0	13579.0	9087.0	1435.0	11542.0	18049.0	10765.0	10481.0	8636.0	1541.0	2203.0	857.0	7068.0	1005045.0	1006585.32031
sub-0098	1704.0	2831.0	5958.0	3338.0	3444.0	9481.0	16061.0	11401.0	2361.0	11855.0	7367.0	5851.0	5635.0	12302.0	2071.0	4296.0	3565.0	2221.0	3996.0	2353.0	9186.0	3537.0	12656.0	10636.0	3288.0	14488.0	21856.0	14070.0	10517.0	11705.0	1224.0	2542.0	822.0	7615.0	1107007.0	1176840.903136
sub-0099	2216.0	3270.0	7105.0	3351.0	1817.0	8684.0	16836.0	8962.0	2574.0	12114.0	8649.0	7711.0	7411.0	11559.0	2263.0	4224.0	3746.0	2336.0	3684.0	2409.0	9777.0	3830.0	13565.0	11177.0	2769.0	15614.0	22868.0	13751.0	11797.0	9569.0	1215.0	2342.0	1130.0	6783.0	1203087.0	1242379.625489
sub-0100	2360.0	2046.0	5579.0	2282.0	2240.0	8769.0	14765.0	9033.0	2662.0	9544.0	7070.0	7422.0	5591.0	10904.0	1701.0	3556.0	3743.0	2569.0	3728.0	1567.0	8124.0	3652.0	12199.0	8634.0	2389.0	17561.0	20390.0	11121.0	10225.0	10624.0	1427.0	2697.0	922.0	6872.0	1045851.0	1216651.688087
sub-0101	1745.0	1584.0	5216.0	2115.0	2851.0	7714.0	11896.0	8772.0	1478.0	10348.0	6577.0	5631.0	5838.0	9883.0	2547.0	3813.0	3270.0	2463.0	3504.0	1571.0	8579.0	2681.0	11563.0	8275.0	1950.0	14111.0	22205.0	12459.0	10298.0	10723.0	1214.0	2096.0	1030.0	6698.0	1058038.0	1196463.47549
sub-0102	1857.0	2672.0	4401.0	3024.0	1676.0	8535.0	13179.0	8330.0	2044.0	9516.0	7227.0	6762.0	5305.0	11267.0	2150.0	3911.0	3359.0	2972.0	3419.0	1887.0	9133.0	3038.0	11728.0	9291.0	1829.0	15682.0	21542.0	11149.0	10727.0	7861.0	1420.0	1911.0	704.0	6324.0	1009785.0	1113051.711489
sub-0103	2437.0	2040.0	6296.0	3504.0	2632.0	9633.0	14680.0	11154.0	2946.0	13160.0	6957.0	7046.0	6091.0	12165.0	1800.0	4864.0	4263.0	2589.0	4424.0	2492.0	10912.0	3406.0	14273.0	12067.0	2340.0	17625.0	25179.0	15144.0	13054.0	13779.0	1421.0	2669.0	1229.0	9161.0	1189710.0	1457519.582271
sub-0104	1797.0	1354.0	4422.0	2478.0	1999.0	8559.0	10431.0	7647.0	2010.0	10321.0	6634.0	4756.0	4890.0	9667.0	1769.0	2920.0	3269.0	2626.0	3221.0	1771.0	7384.0	2183.0	10228.0	7429.0	1145.0	12437.0	17519.0	9774.0	10151.0	8430.0	1049.0	1996.0	889.0	5841.0	939506.0	1032806.41315
sub-0105	2220.0	1649.0	6641.0	3478.0	2469.0	10701.0	15938.0	11053.0	2594.0	13567.0	8059.0	8997.0	6063.0	11355.0	2100.0	4405.0	2828.0	3285.0	4776.0	1801.0	9640.0	3530.0	16647.0	8503.0	2100.0	17971.0	26246.0	12346.0	12410.0	11367.0	1294.0	2465.0	901.0	8085.0	1156230.0	1368828.637901
sub-0106	2009.0	1975.0	5839.0	3050.0	2219.0	8513.0	13889.0	10631.0	1923.0	9753.0	7198.0	5788.0	6180.0	11937.0	1389.0	4756.0	4072.0	2598.0	4043.0	1675.0	7905.0	2394.0	12226.0	10095.0	2159.0	16422.0	22682.0	13695.0	11350.0	10679.0	1077.0	2114.0	1445.0	7435.0	1137287.0	1260985.860422
sub-0107	1839.0	1764.0	6327.0	3497.0	1863.0	7271.0	11577.0	8695.0	2404.0	11965.0	7104.0	7243.0	6020.0	10554.0	1919.0	4208.0	3640.0	2520.0	4612.0	2553.0	9371.0	2809.0	12043.0	9343.0	1726.0	15019.0	20103.0	11157.0	11614.0	11463.0	1031.0	2042.0	851.0	7083.0	1056153.0	1228666.712062
sub-0108	3312.0	2386.0	4321.0	3336.0	2223.0	9950.0	15756.0	9828.0	2168.0	12599.0	7939.0	6742.0	6923.0	13508.0	1684.0	4245.0	4543.0	3311.0	4420.0	1841.0	8522.0	3841.0	12740.0	9861.0	2344.0	16987.0	24928.0	13171.0	13920.0	11326.0	1128.0	2434.0	1288.0	7396.0	1160164.0	1350177.045694
sub-0109	2407.0	2194.0	7347.0	2776.0	2995.0	9579.0	18448.0	10252.0	4002.0	13646.0	10063.0	7373.0	7363.0	11729.0	2152.0	5054.0	5174.0	3351.0	5669.0	1558.0	10803.0	4475.0	15741.0	11945.0	2729.0	19641.0	30967.0	16435.0	13291.0	12434.0	1592.0	2166.0	1107.0	10066.0	1296342.0	1354077.331744
sub-0110	2275.0	1884.0	6090.0	2892.0	2077.0	8110.0	15006.0	10684.0	2128.0	11432.0	7502.0	7059.0	5348.0	11208.0	2102.0	3607.0	3849.0	3161.0	4324.0	1841.0	7931.0	3300.0	15061.0	9689.0	1814.0	14109.0	23691.0	11821.0	10854.0	8365.0	993.0	2407.0	912.0	7245.0	1108490.0	1493648.760968
sub-0111	2582.0	1667.0	8104.0	3620.0	2481.0	11582.0	14604.0	12795.0	3158.0	15978.0	8985.0	8388.0	6629.0	15809.0	2339.0	4428.0	4606.0	3680.0	5122.0	2667.0	9999.0	3009.0	14652.0	12619.0	1508.0	18501.0	26918.0	13438.0	12846.0	11067.0	1547.0	2412.0	971.0	8249.0	1300482.0	1746985.631958
sub-0112	1878.0	2296.0	6804.0	3177.0	2150.0	8370.0	14390.0	8189.0	2561.0	10349.0	8080.0	7566.0	5800.0	10319.0	2238.0	4201.0	4228.0	3174.0	5167.0	1830.0	10308.0	3379.0	15066.0	9412.0	2100.0	13755.0	23717.0	10115.0	12231.0	9639.0	1227.0	2350.0	1278.0	7836.0	1085005.0	1342310.952564
sub-0113	2163.0	2358.0	7037.0	3914.0	2409.0	9402.0	13690.0	9341.0	2567.0	13467.0	8548.0	8780.0	6724.0	12419.0	2575.0	4501.0	4435.0	3973.0	4529.0	2121.0	12246.0	3815.0	17081.0	11935.0	1994.0	18059.0	28177.0	13560.0	13747.0	10810.0	1917.0	2706.0	1100.0	8690.0	1208236.0	1399792.77733
sub-0114	2717.0	2267.0	5695.0	4632.0	2137.0	9746.0	18246.0	9888.0	3123.0	14512.0	8558.0	9120.0	6747.0	12419.0	2846.0	4403.0	4134.0	2841.0	5180.0	2815.0	9041.0	3705.0	14384.0	11992.0	1710.0	18615.0	25490.0	13768.0	12789.0	11477.0	1211.0	2963.0	1290.0	8547.0	1240480.0	1533023.828853
sub-0115	2035.0	2333.0	7805.0	4124.0	2597.0	8859.0	14125.0	11057.0	3344.0	13330.0	7592.0	7317.0	6126.0	11861.0	2128.0	4020.0	4361.0	2800.0	5195.0	2509.0	8881.0	3764.0	15305.0	12218.0	2883.0	16420.0	24252.0	14391.0	13281.0	11621.0	1146.0	2874.0	1054.0	8966.0	1205597.0	1433892.850141
sub-0116	2266.0	2262.0	6634.0	3870.0	1724.0	7224.0	12803.0	8525.0	2304.0	12359.0	6689.0	8356.0	5132.0	12361.0	1690.0	3865.0	3820.0	2404.0	3562.0	2903.0	8091.0	3869.0	12420.0	8795.0	2267.0	15035.0	22975.0	9252.0	10163.0	8738.0	1124.0	2071.0	868.0	6985.0	1003763.0	1169503.2948
sub-0117	2266.0	2413.0	5979.0	3140.0	1754.0	8933.0	13125.0	9886.0	2598.0	13375.0	7937.0	7754.0	6830.0	11390.0	2136.0	4207.0	3581.0	2595.0	4398.0	2356.0	8348.0	4027.0	11412.0	10987.0	1944.0	15660.0	23528.0	11427.0	10955.0	8905.0	1049.0	2548.0	867.0	7486.0	1122850.0	1258326.402802
sub-0118	1934.0	2058.0	6834.0	2543.0	2171.0	9697.0	13356.0	9120.0	2537.0	11639.0	8005.0	6180.0	5724.0	12611.0	2043.0	3998.0	3421.0	2545.0	4265.0	2048.0	8384.0	3026.0	12414.0	11357.0	2510.0	14148.0	21330.0	12357.0	11113.0	11103.0	946.0	2295.0	932.0	8171.0	1136134.0	1517204.068982
sub-0119	1911.0	2363.0	5721.0	2840.0	2099.0	9317.0	13883.0	10061.0	2219.0	9968.0	6581.0	5270.0	5415.0	10678.0	1939.0	3865.0	3371.0	2196.0	4385.0	1870.0	8190.0	3714.0	11836.0	9253.0	1922.0	13805.0	20065.0	11958.0	11706.0	11430.0	1162.0	2371.0	950.0	6619.0	973854.0	1142524.063905
sub-0120	3022.0	3097.0	8565.0	3568.0	2810.0	10146.0	18538.0	12241.0	2976.0	15376.0	10798.0	9222.0	7551.0	14711.0	2873.0	4784.0	5059.0	4076.0	5218.0	2750.0	12213.0	4002.0	16630.0	13003.0	3540.0	21550.0	26061.0	16175.0	14808.0	13632.0	1818.0	3095.0	975.0	8580.0	1479125.0	2021513.328619
sub-0121	2014.0	2346.0	5521.0	3113.0	2229.0	9487.0	16800.0	11539.0	2763.0	14028.0	8502.0	6990.0	6190.0	13596.0	1721.0	3386.0	3964.0	3131.0	3101.0	2345.0	7052.0	3181.0	12495.0	11169.0	2446.0	15082.0	22822.0	14004.0	11565.0	9875.0	1273.0	3245.0	919.0	7746.0	1163472.0	1291139.433065
sub-0122	2175.0	3133.0	7696.0	4710.0	1976.0	11226.0	15478.0	10881.0	3004.0	11572.0	8310.0	8391.0	6319.0	12394.0	2194.0	4172.0	4777.0	3428.0	6329.0	2984.0	11340.0	4619.0	15711.0	12061.0	3063.0	19226.0	22931.0	14897.0	11930.0	12240.0	1160.0	2707.0	1036.0	8310.0	1422809.0	1828096.093044
sub-0123	2305.0	1778.0	5787.0	3033.0	1811.0	7785.0	15612.0	9630.0	2619.0	12283.0	6783.0	7944.0	5215.0	12047.0	2097.0	3762.0	3345.0	2843.0	3218.0	2148.0	7984.0	3289.0	13599.0	10110.0	1427.0	16330.0	23124.0	11096.0	10413.0	7633.0	1134.0	2111.0	794.0	6749.0	1056703.0	1202245.538042
sub-0124	2639.0	1897.0	7619.0	3242.0	2319.0	12635.0	16487.0	9875.0	2488.0	12804.0	7913.0	6269.0	7298.0	12546.0	2508.0	4966.0	4439.0	2602.0	4953.0	2095.0	11080.0	3970.0	16893.0	11606.0	2469.0	18336.0	26892.0	14278.0	14682.0	11689.0	1408.0	2520.0	1299.0	8276.0	1299341.0	1345933.806232
sub-0125	2397.0	3261.0	6673.0	3922.0	2753.0	7623.0	12550.0	9782.0	2657.0	8518.0	9459.0	7666.0	6907.0	12007.0	2524.0	4384.0	3567.0	3079.0	3755.0	2986.0	8584.0	3747.0	13904.0	11840.0	2825.0	17589.0	22473.0	13035.0	14818.0	10480.0	1261.0	3013.0	1016.0	7543.0	1159048.0	1224828.909355
sub-0126	1948.0	2170.0	5603.0	3531.0	2992.0	8935.0	14046.0	11483.0	2466.0	13859.0	8119.0	7061.0	6175.0	12907.0	1938.0	4225.0	4148.0	3580.0	4708.0	2197.0	9096.0	3280.0	13217.0	11719.0	2784.0	18539.0	21797.0	13165.0	11829.0	11268.0	1151.0	2584.0	895.0	7847.0	1126415.0	1323515.101947
sub-0127	1740.0	1561.0	4481.0	3169.0	1556.0	6651.0	11991.0	8185.0	2401.0	8967.0	6670.0	7011.0	5824.0	10132.0	1933.0	3197.0	2960.0	2892.0	4521.0	2155.0	7365.0	3018.0	11344.0	8756.0	1544.0	14258.0	21014.0	11642.0	9356.0	8156.0	1444.0	2443.0	989.0	6896.0	1000164.0	991839.91259
sub-0128	2378.0	2192.0	6116.0	2738.0	2171.0	8803.0	15181.0	9385.0	2704.0	11954.0	7572.0	5867.0	6538.0	10592.0	1876.0	3575.0	3631.0	2285.0	4670.0	1907.0	9056.0	3620.0	13204.0	9030.0	2677.0	15091.0	20723.0	11594.0	12130.0	10250.0	1313.0	2521.0	1116.0	8091.0	1053916.0	1228805.663373
sub-0129	2086.0	2184.0	6161.0	2985.0	2521.0	10047.0	16579.0	10788.0	2684.0	12067.0	8975.0	7518.0	6350.0	12026.0	2136.0	4324.0	3830.0	2936.0	3882.0	1982.0	8301.0	3458.0	13456.0	11401.0	2116.0	16707.0	25435.0	12804.0	12569.0	10049.0	1312.0	2063.0	1009.0	8357.0	1210188.0	1294279.684841
sub-0130	1926.0	1344.0	5029.0	2340.0	2644.0	6120.0	11216.0	8991.0	2776.0	10220.0	7335.0	7440.0	5745.0	9809.0	2019.0	3016.0	3543.0	2173.0	3418.0	1812.0	6574.0	2648.0	11204.0	9898.0	2140.0	12099.0	19954.0	11003.0	9631.0	8842.0	1092.0	2034.0	857.0	6655.0	995249.0	1140354.943908
sub-0131	2654.0	2569.0	5445.0	4083.0	2853.0	9044.0	14962.0	11362.0	2767.0	12156.0	8164.0	8924.0	6435.0	12350.0	2124.0	4049.0	3832.0	3318.0	4236.0	2917.0	10702.0	3729.0	15663.0	11146.0	2105.0	16070.0	24979.0	13392.0	13456.0	10097.0	1170.0	2776.0	1108.0	9311.0	1261640.0	1549175.205159
sub-0132	2509.0	2432.0	5563.0	2775.0	1817.0	7379.0	14497.0	10074.0	2196.0	11286.0	7067.0	6282.0	5572.0	11598.0	1600.0	4434.0	3493.0	2583.0	3778.0	1815.0	7681.0	3216.0	12216.0	10138.0	2316.0	16241.0	19445.0	13184.0	10874.0	8670.0	1206.0	2111.0	884.0	6506.0	999574.0	1050497.245751
sub-0133	2232.0	2695.0	6500.0	3032.0	2338.0	10147.0	16278.0	10953.0	2999.0	12552.0	8165.0	8289.0	7139.0	10779.0	1723.0	3825.0	4390.0	3315.0	3825.0	2313.0	7913.0	3671.0	13371.0	11046.0	2064.0	18015.0	21802.0	14343.0	10395.0	9761.0	1245.0	2551.0	881.0	6818.0	1155186.0	1386889.12052
sub-0134	2108.0	2000.0	5209.0	3692.0	2665.0	10770.0	13190.0	10541.0	2556.0	14502.0	9287.0	8332.0	7111.0	10284.0	2213.0	4196.0	4438.0	3454.0	5834.0	3216.0	8653.0	3126.0	13161.0	11983.0	2877.0	15539.0	23359.0	11980.0	12455.0	9496.0	1337.0	3009.0	1119.0	7256.0	1114821.0	1128558.055114
sub-0135	2296.0	1852.0	6060.0	3023.0	2422.0	9912.0	14982.0	10134.0	2507.0	10508.0	9065.0	6501.0	6745.0	11951.0	1752.0	3756.0	4080.0	3949.0	4092.0	1638.0	7716.0	3842.0	13464.0	9468.0	2702.0	15892.0	25097.0	12497.0	11306.0	11306.0	1390.0	2690.0	882.0	7320.0	1173922.0	1560089.559788
sub-0136	2260.0	1472.0	4795.0	3565.0	2270.0	7725.0	15570.0	10357.0	2535.0	11892.0	7950.0	8061.0	5223.0	11965.0	2184.0	3603.0	4241.0	2977.0	4005.0	2677.0	8200.0	3222.0	11609.0	9605.0	2162.0	16920.0	23303.0	9524.0	11506.0	7736.0	1031.0	2071.0	885.0	7408.0	1150253.0	1416240.167867
sub-0137	2868.0	1775.0	6289.0	3205.0	2077.0	7840.0	15762.0	9165.0	2712.0	12596.0	7783.0	7611.0	6147.0	12644.0	1569.0	4027.0	4207.0	2907.0	5336.0	2615.0	9113.0	3485.0	12882.0	10412.0	2407.0	15970.0	27621.0	12912.0	12036.0	10011.0	1344.0	2538.0	1097.0	7867.0	1157269.0	1311678.877331
sub-0138	1973.0	2121.0	5883.0	3116.0	2229.0	9939.0	14810.0	8894.0	2387.0	13386.0	8371.0	7070.0	6085.0	10698.0	1596.0	4203.0	3740.0	2698.0	4352.0	2274.0	8502.0	3695.0	12043.0	11727.0	2882.0	16455.0	25142.0	14192.0	10276.0	9675.0	1111.0	2243.0	867.0	7491.0	1113304.0	1262080.962009
sub-0139	2274.0	2130.0	5322.0	2689.0	1879.0	8508.0	15208.0	10056.0	2315.0	11601.0	7936.0	6599.0	6248.0	10479.0	1682.0	3769.0	3903.0	3124.0	3269.0	2183.0	7671.0	2678.0	12091.0	8356.0	1799.0	15814.0	19749.0	10678.0	10272.0	8595.0	1459.0	2768.0	759.0	6100.0	1034354.0	1196970.534904
sub-0140	2232.0	1895.0	5447.0	2971.0	2167.0	8934.0	16675.0	9325.0	2762.0	12240.0	8082.0	6391.0	5784.0	12201.0	2011.0	3900.0	3969.0	2665.0	3747.0	1620.0	8914.0	3081.0	12621.0	10245.0	1560.0	15583.0	22102.0	12889.0	11338.0	10528.0	774.0	2254.0	907.0	7103.0	1153558.0	1380956.920453
